Heuristica,N,M,Replicacao,Tempo,Iteracoes,Valor,Parametro
mlsbb,2500,50,3,0.0000,1000,125828,NA
mlsbb,2500,50,4,0.0000,1000,125828,NA
mlsbb,2500,50,5,0.0000,1000,125828,NA
mlsbb,2500,50,6,0.0000,1000,125828,NA
mlsbb,2500,50,7,0.0000,1000,125828,NA
mlsbb,2500,50,8,0.0000,1000,125828,NA
mlsbb,2500,50,9,0.0000,1000,125828,NA
mlsbb,2500,50,10,0.0000,1000,125828,NA
mlsbb,2500,50,1,0.0000,1000,125828,NA
mlsbb,2500,50,2,0.0000,1000,125828,NA
mlsbb,2500,50,3,0.0038,1000,125828,NA
mlsbb,2500,50,4,0.0000,1000,125828,NA
mlsbb,2500,50,5,0.0000,1000,125828,NA
mlsbb,2500,50,6,0.0005,1000,125828,NA
mlsbb,2500,50,7,0.0000,1000,125828,NA
mlsbb,2500,50,8,0.0000,1000,125828,NA
mlsbb,2500,50,9,0.0000,1000,125828,NA
mlsbb,2500,50,10,0.0000,1000,125828,NA
mlsbb,2500,50,1,0.0000,1000,125828,NA
mlsbb,2500,50,2,0.0000,1000,125828,NA
mlsbb,2500,50,3,0.0000,1000,125828,NA
mlsbb,2500,50,4,0.0005,1000,125828,NA
mlsbb,2500,50,5,0.0000,1000,125828,NA
mlsbb,2500,50,6,0.0000,1000,125828,NA
mlsbb,2500,50,7,0.0000,1000,125828,NA
mlsbb,2500,50,8,0.0005,1000,125828,NA
mlsbb,2500,50,9,0.0000,1000,125828,NA
mlsbb,2500,50,10,0.0005,1000,125828,NA
mlsbb,2500,50,1,0.0000,1000,125828,NA
mlsbb,2500,50,2,0.0000,1000,125828,NA
mlsbb,2500,50,3,0.0000,1000,125828,NA
mlsbb,2500,50,4,0.0005,1000,125828,NA
mlsbb,2500,50,5,0.0000,1000,125828,NA
mlsbb,2500,50,6,0.0000,1000,125828,NA
mlsbb,2500,50,7,0.0005,1000,125828,NA
mlsbb,2500,50,8,0.0000,1000,125828,NA
mlsbb,2500,50,9,0.0000,1000,125828,NA
mlsbb,2500,50,10,0.0000,1000,125828,NA
mlsbb,2500,50,1,0.0000,1000,125828,NA
mlsbb,2500,50,2,0.0000,1000,125828,NA
mlsbb,2500,50,3,0.0000,1000,125828,NA
mlsbb,2500,50,4,0.0000,1000,125828,NA
mlsbb,2500,50,5,0.0005,1000,125828,NA
mlsbb,2500,50,6,0.0005,1000,125828,NA
mlsbb,2500,50,7,0.0000,1000,125828,NA
mlsbb,2500,50,8,0.0006,1000,125828,NA
mlsbb,2500,50,9,0.0000,1000,125828,NA
mlsbb,2500,50,10,0.0000,1000,125828,NA
mlsbb,2500,50,1,0.0005,1000,125828,NA
mlsbb,2500,50,2,0.0000,1000,125828,NA
mlsbb,2500,50,3,0.0006,1000,125828,NA
mlsbb,2500,50,4,0.0000,1000,125828,NA
mlsbb,2500,50,5,0.0000,1000,125828,NA
mlsbb,2500,50,6,0.0000,1000,125828,NA
mlsbb,2500,50,7,0.0005,1000,125828,NA
mlsbb,2500,50,8,0.0000,1000,125828,NA
mlsbb,2500,50,9,0.0005,1000,125828,NA
mlsbb,2500,50,10,0.0000,1000,125828,NA
mlsbb,2500,50,1,0.0000,1000,125828,NA
mlsbb,2500,50,2,0.0000,1000,125828,NA
mlsbb,2500,50,3,0.0000,1000,125828,NA
mlsbb,2500,50,4,0.0000,1000,125828,NA
mlsbb,2500,50,5,0.0000,1000,125828,NA
mlsbb,2500,50,6,0.0005,1000,125828,NA
mlsbb,2500,50,7,0.0000,1000,125828,NA
mlsbb,2500,50,8,0.0000,1000,125828,NA
